"Spot","Spot_alt","10m_Gel1_IS","10m_Gel1_Total (Cy3)","10m_Gel1_Carbonyl (Cy5)","10m_Gel2_IS","10m_Gel2_Total (Cy3)","10m_Gel2_Carbonyl (Cy5)","10m_Gel3_IS","10m_Gel3_Total (Cy3)","10m_Gel3_Carbonyl (Cy5)","10m_Gel4_IS","10m_Gel4_Total (Cy3)","10m_Gel4_Carbonyl (Cy5)","30m_Gel1_IS","30m_Gel1_Total (Cy3)","30m_Gel1_Carbonyl (Cy5)","30m_Gel2_IS","30m_Gel2_Total (Cy3)","30m_Gel2_Carbonyl (Cy5)","30m_Gel3_IS","30m_Gel3_Total (Cy3)","30m_Gel3_Carbonyl (Cy5)","30m_Gel4_IS","30m_Gel4_Total (Cy3)","30m_Gel4_Carbonyl (Cy5)","75m_Gel1_IS","75m_Gel1_Total (Cy3)","75m_Gel1_Carbonyl (Cy5)","75m_Gel2_IS","75m_Gel2_Total (Cy3)","75m_Gel2_Carbonyl (Cy5)","75m_Gel3_IS","75m_Gel3_Total (Cy3)","75m_Gel3_Carbonyl (Cy5)","75m_Gel4_IS","75m_Gel4_Total (Cy3)","75m_Gel4_Carbonyl (Cy5)"
599,151,193333.79887861,10167.0054398994,111911.158169448,278523.092518102,19936.6896417259,101944.182888536,225542.521594169,10263.8844361252,82735.3130748372,113318.440717774,6697.5138535114,97121.1988504063,120431.837628875,21645.5352990629,100052.683830624,167934.885260809,23885.1965872062,126341.360119448,167720.275167495,27739.5207738553,107096.697974373,99415.4868050835,11923.7950542151,91090.3972511088,176508.226429105,61805.3323524682,131521.637639806,213490.117357396,72714.615919296,197914.667397372,230007.801304233,77403.4227621578,189455.763179556,180694.897487459,67231.8216249893,150207.635987904
574,152,1160752.08725516,94846.0073851523,239263.139932613,1577619.805565,123066.064101179,262915.000105602,1544527.32758295,126400.517264797,253113.56241032,987189.276327357,90979.408167852,192381.502350804,1145376.79998645,280839.642068867,550813.904037002,2104544.68429151,427745.19157021,789102.495717928,2072783.3666146,462871.119205946,965793.081773633,1831578.66904017,413783.128896239,831803.834738557,2608777.7326784,1426805.33629462,2749957.33434322,2244862.80709471,1016229.42154808,2024815.14871582,1599095.93613684,835798.120371358,1372083.02404777,2237504.57651667,1230156.51272465,1473696.05064391
635,153,94430313.3180643,8181191.40395448,2908274.31281236,98845378.1674892,7584317.58758729,2899714.0377714,104442730.412726,8342727.90489985,2905496.90381221,90818475.365981,8129854.2972944,2688410.06980167,94271895.9549648,23389748.3281868,7068850.98354896,100674642.339647,20623466.0723362,6846926.19076542,100005194.922452,23336335.3717133,6803690.80310979,94450842.5518009,24576410.3462825,7118459.48314252,128754912.9595,81076065.4343552,23041969.6156201,130683322.116289,66084631.439436,19563575.7965575,108359234.978353,58750659.686153,17956763.0697122,101518625.479739,53614244.5767798,15142993.4022085
625,154,11814899.8488736,1091108.42628413,1535890.39779398,14026098.2048615,1067988.20229229,1533442.56224216,20153179.164783,1636948.22657537,2532141.05160464,10088917.0793536,977060.191536875,1073109.2271565,13183584.2720422,3406661.92281229,3860735.44362502,13751303.1830102,2986418.09093424,4755286.28616676,14914940.9780251,3550357.2768609,5467684.39767937,13262429.216876,3134392.2378658,3947945.78585135,18648950.0271746,10687934.4909726,13488607.0881918,16191096.5826673,7557453.75397403,8483095.46718961,8696461.69390785,4733187.34848331,7352819.45900352,11824477.2943854,6482587.86549793,8059740.71121324
627,155,2928755.00989861,227591.774568653,800839.11138649,3103474.11808246,201859.753787616,754907.618707272,1360596.69987897,91729.62876033,427166.04106776,2396820.586683,191371.971258449,700988.792212644,1243135.12775685,273673.710905387,931706.084528055,3574180.18137206,652162.792108481,2126752.74568635,4099982.07740999,843071.167841622,3077985.31818061,3398240.15294432,700508.459912019,1902916.7237959,4125965.1843729,2160298.33991596,6436100.68811293,3231011.09484523,1387406.89164461,4272980.90415338,2355298.58673705,1127228.73566833,3541006.52577743,3100349.42358689,1523667.3578761,4094739.2876871
619,156,8854934.19731888,733945.762762812,519028.092878629,9401483.09125708,762148.28890644,883193.537330018,9550605.85236257,712602.955493134,590399.815466606,8232367.15764783,692192.951852276,508231.340679029,8935437.8750908,2126205.83766409,1354382.91818174,10033180.9237064,2235895.18841574,1461746.72382956,8836691.04996716,1952347.68019171,1158221.82329899,8288146.10245997,1816147.80642277,1074286.87467388,15641939.4545274,7989852.10427665,4272462.30823058,11027645.6292449,5472758.94866677,3293287.03336382,9773524.07390739,4813841.02670224,2772247.9897376,12351145.2132454,6302893.76076781,3227944.77843689
602,157,772948.113566052,71578.325067018,115121.084901846,420988.803215453,38962.2771547901,125771.836142449,697706.85513982,62891.657151217,104804.811086215,540757.178380679,55942.1590298034,97041.5372571931,534005.207624093,141371.999896703,246247.186415888,667916.770806554,145960.593967505,311618.446443251,903425.018147272,215696.011833463,357526.476934951,756749.689501595,187417.326168975,254077.635156219,814327.375522012,456110.475216349,867964.437106275,733264.641548474,349272.792175066,657570.012776502,760286.389504908,404402.881094762,641265.486468838,831870.587884016,466551.775649442,701270.497795549
594,158,171567.674863848,13501.301529843,35049.2264831215,177421.441368674,15347.3346740015,24765.2374314765,279043.211562001,18318.2271016728,36915.0269977361,226373.386782638,18404.500947153,27441.2143474796,152614.065698937,36886.2245613344,28674.9436166973,215047.093144115,45414.2041048534,38485.0829049963,157855.931094968,34152.9255330903,44567.6615153171,190844.086497625,41207.1088817642,43518.0530490985,270031.961932612,135098.004287764,78064.9279751292,278902.622077313,131280.975669012,83926.7892692557,255318.774153701,123730.949192255,92817.2414421446,276359.739791532,136284.879639153,81467.4295715382
622,159,7135819.9528806,637199.359863359,1026919.25367787,7611900.6119652,555822.995792469,1247184.04219776,6819616.65428727,539335.33750553,900961.516953076,6136372.51171568,557151.169136546,947978.306350422,5843830.58004794,1433878.97121327,2090522.14981241,9029288.30563118,1876988.96581512,3004012.44283799,11832068.0028042,2654690.3599384,4211819.91130178,10222183.9872817,2238057.01180447,3226243.31780301,11832456.624871,6482861.45580167,10375584.4922336,12613187.1877346,5695353.86883705,9178952.75730888,7673766.07859815,4135358.06903783,5849903.51911736,10497498.0895022,5554654.61437455,6807977.7916241
661,160,25130454.7661839,1784029.50722215,2526716.8551991,31923863.5064789,1995836.90123374,3035271.25635454,27725079.197312,1874579.83621109,2688288.82142923,18113225.872212,1449379.33131811,1854979.61994203,18192388.1073364,4005703.56925092,5415601.09897221,24987769.3863452,4396649.25874076,5890329.17733875,21883660.8710639,4600383.82391692,5668750.26246144,23456225.945495,4838137.66993549,5875834.88017603,32705329.1115553,15957194.3417332,20926383.4548272,30185006.3803811,12462207.1911007,17507652.2808469,25153636.2121206,12155307.2011007,15359444.4517622,23053863.1214391,10800047.5165693,12325483.5194902
597,161,416032.131527691,36614.3154069017,198210.17455475,327272.944114642,24498.3251571538,166036.962900155,341315.117692664,27835.6277434199,171988.145655567,310743.906553784,30183.1827203173,127636.82781845,251314.562260963,59784.3473773847,274517.145177806,427626.685861926,89154.9844357501,343902.844186781,511196.590818107,123548.678999361,262802.088534665,397284.959828477,90987.7006846434,227806.549722028,654923.70727805,342032.596899191,956287.107880959,572154.929034974,262635.617704298,791288.261991888,472973.323768352,250948.478986056,777903.322461572,510116.408168196,278705.759632868,912358.331805163
633,162,32711596.114918,2754756.26329077,2361634.56120596,33142201.4382016,2335979.66623081,2506409.28021767,27045547.3457897,2148323.63904385,1948717.99329471,23856559.4178518,2179500.45334963,1728824.78192616,27975407.5387398,6827739.83219743,5572859.54744312,36334394.1408504,7256932.41789397,6809545.18815408,37222944.8174231,8249652.44369551,7131802.0515489,28827713.9966625,6381405.53813291,5133595.73851116,38235086.8356585,20363969.6456586,18265266.3347216,46815882.2387938,20876017.2260487,20071248.8815606,35990446.6319282,18259396.4794811,17447048.296532,35982191.1102725,18577842.7910208,16959628.4295636
604,163,186946.923993534,16447.7651824198,36000.0521391475,147262.70008993,12586.2142329484,70781.8257872373,144072.989200551,12004.2568710146,28034.8911379259,147791.000213532,12611.705525539,30447.6000239074,117794.768858833,30351.5422533745,48560.0021214826,166465.064617922,36298.3866692738,64637.7369300441,208454.957658426,49263.4650287941,90351.2718904439,187488.809360179,42193.8777493049,59689.0548345929,213418.882000795,123199.083081769,150945.446735603,260404.722924763,134451.724720227,174569.327677133,229517.736675907,118687.16524974,126646.013989417,246164.005054428,126376.685141488,117800.222128069
620,164,2501341.8354292,223928.653680325,187796.081722328,2361490.33262289,204688.431555922,224098.294111173,2763481.31110905,229471.905599687,229670.930170442,2663944.29181905,250985.752736869,158884.573438704,3491933.40582288,878069.59382022,586412.230797979,2862617.48215146,671862.684057254,402407.806034733,2916970.2400187,702077.84379729,366494.492442699,2972338.74891881,713943.230844654,318243.913936153,3635250.77729937,2017264.29814939,1231573.25028876,3834852.41108077,1963465.21301996,1271077.17766519,3006125.62582356,1556119.50343618,953168.417716474,3911152.50464294,2096800.79262292,1026309.35340783
618,165,3054565.33232798,261541.805501942,410142.968286079,2923580.64657694,244182.303493069,434024.728904209,2549585.36047548,205689.763663182,339388.168857242,2516004.27779342,239804.578130539,321775.120971056,3076736.37751586,776724.918378012,887504.728649531,2899988.30330984,653473.469573276,951485.221100552,2539889.81716727,612231.296845767,733717.633506276,2516451.92107373,612420.568738612,655393.150945615,4557625.30653933,2446038.33833605,3085351.69924319,3690961.35180113,1871053.42292698,2293757.61350163,2736180.57115361,1440590.45163141,1712694.76374993,3487827.88522815,1893063.01390937,1998213.19233432
629,166,698427.859097339,64328.3034194102,583377.640547877,1863288.124021,124129.624882265,775420.927511353,1225507.10739178,105631.214506828,611230.950022964,929326.348028315,85577.3523272154,570939.365641354,1753492.55001937,433762.783962608,2121680.08654488,1787717.73477521,360845.344226778,2218871.07430505,1279392.15196321,286801.149426459,1507867.67546541,942395.057526392,212079.488832407,1119015.89327738,1150918.45029447,658431.947072768,3644137.87942069,942408.195228208,426910.075100995,2369615.63943328,677636.054429347,321361.849979267,2063971.59899298,1862815.5253521,1083926.11475321,5128695.3103752
615,167,771962.047944315,67811.9145694324,170111.54733868,816636.413733256,72706.7668690363,229406.865991593,1063906.62388415,84915.4210641188,175724.410348029,851789.649044235,79937.2098162101,123102.068805697,814205.800078155,201931.561464261,232818.614817493,823686.017241047,197379.662211594,320347.878540343,908543.818088225,212765.293175324,250763.35231546,806793.728900483,188540.489843791,239381.189088663,1200357.55407798,669734.312960715,715087.145684311,1004791.0907914,527108.235256392,588652.017563449,1071930.41169171,561593.113347117,619637.291255981,1094592.51373109,593912.303794549,548876.67081073
617,168,163895.221774346,14242.4808395626,195342.409493596,213101.977385328,14798.8564041064,206304.086700907,157994.073667041,12957.7705684752,152596.746265586,177650.548947769,16665.6322843136,151309.88548685,325350.776177185,84830.5721744445,477841.05466445,280263.873982526,59604.0044454251,472173.559656583,131894.275003609,28078.7653127133,457449.288869969,119774.388786523,27785.2862591249,369016.127661535,280112.983854871,151877.734205332,1427450.72722937,266304.52007273,121150.677830147,1376303.72900866,161049.96851889,93701.977476102,855164.707382815,354996.590062627,173952.987013389,1269588.09822043
645,169,4137294.52138947,346623.328764603,679254.274303771,4602870.29628663,343459.598014808,694573.435022198,5618553.48134563,464283.436470869,707729.835125993,4475382.46900844,428635.806085298,651057.216843549,4812186.15422345,1201155.01251771,1620718.43206212,4647042.28383512,1007760.95343885,1477227.82813599,6260701.2082723,1493594.71525424,1971750.6159517,5410587.37389345,1309411.94383372,1741120.9175896,5115289.06181924,2650284.40299259,3525293.58584795,6785124.03690679,3212509.13084676,5437895.85160142,4726382.32331043,2508993.02994947,3179529.098081,5561547.26188408,2977060.77281592,3813506.39902803
643,170,934114.700883423,76806.4882646128,320828.657800077,1207405.5603286,91625.7077130355,356470.936271559,800191.08906035,65834.5289251281,245803.703818397,766235.426525905,73985.0779129522,220068.666086667,1372591.58227364,334808.012362371,909563.083208013,1240001.80785366,274928.038410334,724056.152786415,926158.095321557,222336.519631362,653063.284732261,952876.723099982,225809.267294968,663114.218593544,1273756.66203223,671603.735273893,1931742.34633139,1170279.94349471,556139.202331156,1988933.55653196,798044.181081458,430463.204181837,1180548.39710771,1214452.23759991,650787.219396275,1654365.32048789
612,171,117206.494578577,10641.0078995146,290671.037015854,121095.508251262,9621.7602892264,301190.323038564,252422.192243401,21585.9969019356,263895.56777626,147640.24259496,13359.474059642,224703.540404726,445270.474132813,110134.944273967,899919.629498212,132791.965378107,28503.5845026538,673697.289311543,128716.734250583,26112.738661035,749134.929135324,98250.9409458628,24760.6368445823,550007.824729878,149832.43806249,85951.8632590979,2385452.73825597,106908.911366118,52535.633963031,1783032.66519607,99552.9695559591,45634.8485422119,1408008.87454551,202152.152092358,102546.509208883,1659767.58036596
623,172,849847.267755131,77284.5925684489,88197.4154620261,484285.179877316,43126.3309310671,59552.5131520375,870761.621136991,74260.2886647687,71653.8521486422,766921.00415277,74548.6431023832,65545.3257401473,927733.591459068,245066.520108177,175465.187861569,417677.647714861,98192.9622721778,119742.410393038,614566.451384536,155501.428716344,164215.307236509,690530.014131542,173254.011882131,217738.995901144,1224630.34008774,701564.201492905,518186.830907803,641467.197032082,339478.624317823,357526.525388882,1104162.9155154,605766.480144902,399582.282453024,692159.684132134,375437.508461829,357022.043790759
610,173,81878.4667223069,7176.9145856249,15574.8947071842,79006.7460170201,6844.2488166469,19037.0776410182,58043.0773919419,4588.663550174,13692.1401778801,76611.2468968721,6870.6089040863,13035.8411213456,72880.099229856,19018.2559723689,16432.5911109764,79601.3644112953,18426.8377039274,17520.8431706588,74878.3371147255,18073.9167885594,11836.6961877543,90134.2864361495,20670.1817015074,24371.5011334492,118833.734663835,69949.4454874305,36331.4296292329,125816.170245531,63898.1063537302,44928.7346615506,102176.504517253,51072.6080022932,34850.2939538575,94312.7637017452,45687.8350857347,24842.6485356974
644,174,2612078.53430892,214022.838059514,516211.747349902,3673785.60289478,262324.589544264,646266.783798142,838859.887743656,62401.4077878623,305646.790580234,2166426.43419786,189843.318747279,548208.087433158,894527.330270554,223740.338665591,769748.585944609,3770051.85659883,755864.917493908,1365805.29396895,4652326.1025946,979494.003804341,2010692.44710147,2787274.54683374,595589.989513318,1009278.64115502,3482948.51306778,1962995.29279948,3033372.42256717,4372466.07744195,1972149.66178697,2975562.737587,2483989.36632078,1302603.82610695,2199934.2475753,2942614.83497966,1653750.52527453,2196476.89671731
659,175,1825506.6562074,151025.144465572,282759.39436407,1428684.56507175,102707.755046086,318999.402364234,1397064.90391414,111312.384680477,251448.798131762,1381376.39303965,119865.480807623,225852.914753779,1481454.04443653,368037.520338456,534649.375451835,1556613.75030825,317297.278254152,450308.6987941,1861058.06767404,412349.01673914,506288.293444951,1602886.37487862,357065.907534323,410863.852587327,2386299.88925574,1258652.64821898,1407642.59081869,2611741.17577173,1183177.05980499,1760129.48377422,2036764.64072991,1037172.06665568,1010698.56825077,1879841.43058239,935554.488438843,1153372.16972938
642,176,425917.093720442,38993.3821897564,255365.078942265,475023.375802154,31421.7942193588,233609.895251066,252694.360618296,20970.1703017271,170147.000515677,301738.070168491,25767.8275484694,189285.138442093,378759.387931293,91125.7967586193,229550.488283555,702785.875648556,142440.748579596,555011.115702877,588537.427893287,113646.358000059,504657.005860302,492878.694674822,96937.9940389032,388600.636375843,688127.578110738,404807.608335669,1174289.89386213,1566220.71293476,771892.154931972,1932180.64992153,463523.527650465,265530.480442534,788177.022535414,600869.00623304,279769.176519016,982581.176760887
637,177,943406.04773212,72222.9429273222,130321.525769414,806086.448050423,65581.9989042065,226981.044666907,944159.523540319,70689.8371469436,139249.703378889,843742.857207843,71304.8699266923,102827.789999034,828455.825343775,185071.863443238,284602.648682515,698584.970888563,147293.584509262,238386.655435642,825857.633100038,179863.510295621,234406.371363306,778282.139368237,167460.912325274,225577.159739017,699762.83015046,352672.905138628,573125.023062581,719612.874707055,335522.683126043,561049.416114914,664747.11663754,319603.237928452,497295.960156882,747820.044722468,366168.960044478,491582.271774106
671,178,6052233.62644014,514910.37157576,922534.069363181,7198548.10530009,553520.486965808,1254521.49998062,5411305.05979177,442004.17899964,909379.090420195,4604217.26398727,411583.252884549,784587.967216999,5188230.53126628,1266170.81807744,2314443.50881068,6274959.76771908,1384876.61399739,2684350.34309871,5915259.22552116,1378574.72260663,2399551.46480687,5637525.23380067,1303812.9888531,2266506.63495695,6704084.08113078,3684802.73171968,6655203.92253111,10198771.323819,5003343.47382671,10325225.8127953,5443588.09567916,2887083.96137768,4651908.38911387,8098861.10572416,4239049.25496131,7165098.84640892
638,179,168284.975310861,11688.9454846218,30272.8350934229,104867.500549858,7148.3275492476,25372.6352570979,145155.627308304,9961.7973912087,31879.3535146322,110836.185494519,7846.6927568575,22406.7569862371,94954.2557353713,18648.5199777761,46455.6519579894,78315.6221945673,15733.3979486049,41878.2376397961,144617.342179269,29223.4504327395,53069.7856049303,125110.478433426,24482.7829195447,34024.3062452901,38507.2644508205,14360.1576151469,50121.4837991811,47646.6139724467,17640.8778209555,65735.302555266,93550.4115777309,40001.0296553224,84912.5728289578,90916.9509618424,38166.9751135678,62154.0935629496
670,180,5863988.08742979,530752.594432291,1345198.25900473,6900498.79297683,554667.054618259,1755948.77092115,5310058.6551453,463431.597825468,1139426.45463855,4936155.18971355,484057.595512383,1196918.45666681,6127778.12174374,1582895.89451151,4088667.60523013,6626526.18837685,1495053.45007206,4229147.75937908,5637883.43039835,1413679.06818899,3408184.67900728,5446430.35771255,1352595.52090143,3086274.17936386,8690936.43737898,4946213.5120682,12534649.1874943,9392295.01308543,4735909.35692724,12203564.9448542,6680339.75746417,3649157.665272,8475004.84739668,7267632.76511279,4004197.68471563,9425300.93904816
674,181,8829905.37368182,746774.914462591,1041592.67143209,9488907.59871336,731522.959669574,1136227.3737203,8570327.09499446,679973.425811834,1147449.29567393,6818600.90001768,599510.096998108,886568.688990646,9061815.67213517,2179207.10321938,3200795.52973159,8599185.30575407,1863701.14966958,2497106.47278842,8068387.36091983,1880088.10833989,2398996.95698966,7019999.49394644,1614348.60297699,1826407.19423516,11103858.0927168,5925687.42869673,7061844.03800272,10489199.0111486,5043054.70483277,6113911.50787171,8800192.9989068,4510120.14819206,5896500.78403034,10759652.4001689,5557411.54533037,5345763.67996241
655,182,335458.090011428,29420.9613823727,200952.624812693,772143.979751251,51943.8835487272,202964.625899983,467830.208771232,38582.7199575074,140810.728877064,398120.292279811,34091.7106201243,186978.289483031,665063.020833864,171866.951207363,401784.382340155,750302.292029184,141790.199034284,417116.616333805,663738.843787785,154509.536746288,411646.088199035,450085.589794937,105278.372430991,280787.358189017,614018.247423128,330418.404839642,1236426.40590729,406138.989279737,187203.276427724,497841.778558852,358696.902905175,191529.887836909,524412.249259046,729154.034337155,378430.83250518,1183290.76512665
649,183,1551212.34120323,138526.546492229,466694.024978632,1624419.59276709,118009.151514313,534286.706398832,1998492.76885419,156027.111302378,328103.257729046,1324953.6848191,124271.333534358,439034.544605067,1567984.33930539,416018.145404501,732456.483727867,1741053.64290657,344280.794790002,1458714.13849238,1794247.35102638,448326.668672686,1915388.79694791,2058825.66037182,481463.250013666,1278420.81582875,1506383.78836935,741126.626705882,3699533.22659145,1761428.78292059,782577.959610403,2930670.05259136,1110659.07314113,589501.216178944,2347044.96211966,1518769.34140109,812869.249533503,2690596.40630021
657,184,273793.378320884,20009.0001823084,132623.803875238,204238.433753848,16558.5826861129,115247.993562816,223018.173373421,14676.3035223816,126243.285235114,199538.926505515,15200.8611665881,84776.4722379699,257820.055897986,51745.2794166074,207580.802792748,196263.057305718,42293.7942793876,192878.544370546,205101.648994541,40799.8637819667,194686.14522335,228536.870202143,36570.8313084953,193782.375683111,339159.06695943,163818.405156506,526488.303272833,283391.353334152,125073.337890216,462384.395571529,275762.827250778,120688.969400906,431479.198997992,290523.379960855,126794.585778548,408488.153295549
650,185,1681664.89375337,151197.179420186,405054.529317646,1415601.10657444,125290.850679907,437953.733707038,1252652.32787701,99579.6808122573,306597.8747348,1455327.14511561,137436.15805826,341800.621619558,1737601.49776294,445110.601770561,1050299.31345648,1459781.46955384,330365.79256269,919199.207635835,1461186.45162248,347462.499555441,824228.674261818,1615066.17427163,394709.724696383,792829.345792378,2273790.84893107,1268693.67065223,2875311.28223568,1992261.68460448,1017043.68242383,2421519.84255339,1405300.33904596,749051.067788756,1700355.47420087,1894968.42658412,1012448.93223381,2103533.09545496
666,186,515872.127706181,38736.9501010951,172149.644799103,560405.476842694,40570.0052947682,173745.504865636,796574.969011734,54119.0422037677,190346.438838489,581766.177635313,44670.7520466231,113835.424830955,601696.983650164,107425.171021814,273895.240925326,519949.199268715,95143.7323176107,249364.510952131,523459.507192411,96351.7252537168,265426.603914213,481242.003429515,101142.571240115,171125.977588225,748195.524384008,351438.75547729,602894.366895154,503826.159042875,221590.770679135,467916.022897923,702934.227730153,314440.50532338,514436.941599213,665227.953408639,314789.57406856,460625.42518033
647,187,426784.027295059,37673.9958441951,342207.311163745,555623.260524989,41044.8897978133,406640.292569101,379744.560240145,34307.4688461019,44041.4595104369,404146.409446629,39622.8464452289,252566.624281993,644483.376482685,171008.912645601,621410.962145864,639250.785884368,135753.127666699,1231564.34936169,581127.145693046,133472.899831699,1127100.31469014,579372.127663023,136029.01702988,1064439.945662,940933.271670008,530112.277936568,3821995.58447094,684747.999747802,323236.845823402,2103873.1304613,356718.123342604,186745.45181159,1778671.21698318,474148.097275262,259211.876934278,1698139.6257104
698,188,40190387.0457459,3573649.74198693,3207520.24662291,39348554.6570011,3097823.60055943,3533424.23516576,36021002.695935,3046908.70700743,3030671.01727217,30580197.1025784,3026097.87544589,2723664.4696875,33887269.3024345,8809945.73864028,7924400.12889366,33298418.4166517,7524844.89906292,7577103.5267779,40291159.2693449,9524045.99973578,8124012.49088081,36871397.1913314,8863231.97328341,7404554.20323873,51902159.7393325,28904196.8751795,25524516.93861,52460512.9170286,26210273.8698651,24822840.3011458,42043836.5304075,22585766.9685646,19888006.6634421,38941036.012537,21314753.5006667,19039159.9516238
656,189,567329.885506305,45699.4246362498,1313175.28371086,902129.74580079,61486.4632915664,1776831.31700021,1127760.06941409,86237.7697828748,541935.333162708,694336.45063858,63789.7067973961,1663312.03344295,1328612.22917284,302856.006056044,4353169.09695674,932612.950417383,179516.179652386,5325504.6465467,596474.716350116,124395.73348702,4374568.15525271,1035546.26829067,238256.819257587,6430259.6054587,1155650.97456451,668522.563225573,18723417.1212849,1362534.1288768,660404.450836521,16463874.9121068,502302.217181918,299146.414038389,9789831.52165508,774894.30099295,449968.380817636,10088864.9665178
652,190,2661766.64708769,212783.777855048,5999030.67043889,3192090.83459591,225126.068638077,6860811.85828358,2991498.01334772,228955.804903687,5541587.829739,2341604.65741878,215911.110564217,5132819.23206005,2772108.2463462,691099.810344731,18181945.0913871,2890126.01446691,548783.540580602,20336072.0775898,3303414.99309628,683303.41702132,21538385.4919554,4651933.87791533,1015822.76669697,24620995.5444706,4552721.91339936,2350209.32933689,53233044.366592,4752360.64546364,2110923.74202539,53216339.0050292,2461343.70902906,1240825.21595425,39460567.9318034,2980196.10028649,1608331.69979014,42789676.2196853
673,191,891898.766762918,73901.6040815293,264342.678808181,710225.967968969,50877.0183063287,254366.533833412,597514.6482071,48316.4607615449,199510.182465291,804131.981215613,71625.6268520464,285066.846075288,741988.866371477,172618.588978805,632956.271857139,809848.102610431,158941.316036186,751366.292225368,909731.524351436,207317.97280408,702548.288535805,926229.58789624,205553.974821276,618979.600143917,1281178.00940468,670716.446035995,2543146.71756703,1310758.2031195,622903.695288312,2569685.76314739,1033427.61902086,514375.448046905,1927939.56531495,1125906.45244741,571308.838061366,2049186.73900356
653,192,1048857.64700096,104853.830948981,353357.256817788,1231759.48255209,94851.4892471092,435857.87430011,901153.922635356,82395.4350722462,328035.775678998,778087.745257638,82442.6472838323,312548.18599453,950184.073625929,266089.758633591,856009.795678757,1188644.83449368,288349.572497983,1004644.32374298,1736022.80957919,412350.342481938,980768.782157362,1503218.56788776,348463.614050709,923313.702012965,1685733.06373698,974274.959564826,2524379.79155975,1617881.58567083,885596.267637219,2592014.35444247,1282988.59165364,689233.248863352,2212666.38881745,1026617.43744943,575692.244899361,2015025.51937036
668,193,202543.645841202,24585.5219792857,100807.518840735,221943.291738858,23613.200048025,134919.316729829,194364.744985116,19700.3568598291,96215.4888705585,155165.049712641,20003.949329957,78875.5297979631,226321.405780741,67775.4592502343,181967.251559982,191180.014094952,62321.6088890296,165600.35154255,269414.735360308,80210.8547907577,171216.836653154,130517.367211721,42656.7474433681,125350.422908622,418665.385079228,259024.875298559,579491.363742979,213898.974779127,140215.393965089,262602.837690219,235685.664781304,130889.525484486,413234.535580215,187315.734240683,145098.335511786,380557.245536019
676,194,2031769.32633347,168029.36430819,677027.74729481,2349255.90942728,166589.085740357,843487.696517217,1685074.58206417,134343.877506281,592519.656223791,1599575.17409068,147252.767752842,608416.568287625,1605123.28968257,379873.384170776,1747959.39561362,2054996.01195664,422429.384381794,1967673.69436122,1811038.21019359,412646.9161384,1578344.08632251,2089569.72501335,470923.331248349,1628803.16473495,2753734.22043964,1427657.38514772,6301983.92605568,2474386.47440783,1185614.85311943,5229461.64049795,1901072.09297568,951151.962661491,3697816.51015991,2155832.76259021,1088187.96957099,4241275.49955908
681,195,1915133.32075935,171005.390199743,277522.7370805,1890455.88232012,170652.901784155,290556.47875567,2055058.7783738,181810.418221732,226271.664324502,2353901.31047573,230633.416975248,263385.163084812,2762003.29543933,708047.824867538,543191.041453895,1953270.7394317,471006.877050535,470719.256267724,2194074.36842234,547797.889460144,485609.889404659,2759442.31759558,686041.284807266,433242.997181155,3160763.57705181,1782055.30521867,1099702.35153142,3414761.41885078,1776260.53557234,1284008.59683132,3001690.94816809,1615673.77133819,1071431.2712039,2969130.44093471,1647493.25745317,1042461.40767474
672,196,186186.665098605,14233.6031965549,76616.5038822221,176090.666017447,13494.0177911414,78195.6313414168,144474.207244186,12402.760562324,96379.9568602629,158241.838762788,12571.0616060437,63394.6866909908,152554.970814905,38343.2909428593,70110.8197590231,156493.103493508,36957.3305289082,63276.3851598638,133545.557955414,31035.3134864203,81550.9996589091,169532.933159265,38095.5701099422,85240.0958437472,219472.616868948,120274.808030053,186236.402130986,220491.835816663,109113.024921022,201007.137387725,189599.536677638,93554.1363147373,162613.914851576,194225.020849246,92992.0008077586,148800.310550533
730,197,32650533.1959256,2514235.21882978,1345669.24402487,29846487.901432,1969365.5044168,1254291.75511899,36816951.2030897,2931910.77019548,1450572.26406519,26005545.5739368,2425579.85373996,1037580.18960778,24819800.7726439,5738202.20243712,2978094.54918259,36610103.5396277,6812032.35296531,3638207.12646467,63214253.6910465,14027849.6862656,6031343.05954501,57459299.8632606,12394381.5479519,4580335.60486382,59972898.8191483,30373853.3670916,12460263.0867504,52896602.7716838,22079729.385405,9228690.97042088,37527005.057311,19028124.690708,8335196.24293517,53961667.3562072,27980393.4280174,12116324.8670156
711,198,55556203.7090549,4439558.34632434,2847682.55444782,57190783.134541,3846462.60367573,3004507.6889188,56501592.3576915,4502104.74359239,3132538.05954618,45669760.6088038,4014252.00290239,2775059.01685831,46713212.5270805,10874316.754196,7885005.15024833,60795778.502402,11507862.508073,8406514.41499466,67544400.7335447,15164473.8543778,9334572.95686887,80396700.3035241,18840451.229973,10730207.4945977,80059122.1694631,45107935.0606212,28357191.5667718,79429527.9882622,36176814.8456263,27903635.2714118,56464611.7243772,28285626.8540741,18104015.8417951,60108856.5877124,31196807.0802444,20244183.0219826
